Title,Company,Location,Salary,Link,Summary
네이버웹툰(주) AI 어플리케이션 엔지니어(경력) (상시),네이버,서울,,https://kr.indeed.com/viewjob?jk=,"분석 및 해결 능력이 뛰어나신 분 - 기술 습득이 빠르고 새로운 분야에 적응 할 수 있는 분 - Java, Python or C/C++등 하나 이상의 언어에 능숙하신 분 • 우대사항 - 머신러닝 서빙 개발 경험이 있으신 분..."
Jr. Backend Developer,Delivery Tech Hero,서울,,https://kr.indeed.com/viewjob?jk=,"어로 코리아는 국내 최대의 Python 개발 조직으로, 나아가 최고의 개발 조직이 되기 위해 노력합니다. Python 으로 server systems... 다져온 우리의 Python 개발 경험은 새로이 Python 세계에 들어오고..."
소프트웨어 엔지니어,Nexon,성남 분당구,,https://kr.indeed.com/viewjob?jk=,주요업무 - 넥슨 글로벌 플랫폼의 게임 클라이언트 배포 시스템 및 어플리케이션 개발 지원자격 - C++ 혹은 Python 프로그래밍 언어 능숙자 - 비동기 및 병렬처리 프로그래밍 경험 우대사항 - Modern C++ (11...
[Mobile] 데이터 개발 (인프라),PUBG,서울,,https://kr.indeed.com/viewjob?jk=,"개발 경험 3년 이상 - Workflow 관리도구(Airflow, Luigi, Talend등) 경험 - Python/Scala 를 이용한 데이터 처리 능력 - AWS 클라우드 인프라 사용 경험(EC2, RDB, EMR 등..."
"[어니컴(주)] 데이터 분석가(수집,분석,검증,결과보고) 경력직",어니컴,서울 중구,,https://kr.indeed.com/viewjob?jk=,프로그래밍 언어 : R 혹은 Python) 1) 데이터 적재 및 처리 2... 데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>R|인터넷...
Data Architect,Amazon Web Services Korea LLC,서울,,https://kr.indeed.com/viewjob?jk=,"one or more programming languages (Java, JavaScript, Python, etc). · Current hands-on implementation experience required..."
(주)제이디솔루션 2020년도 상반기 개발부문,제이디솔루션,서울 금천구,,https://kr.indeed.com/viewjob?jk=,경험자 - 전기/전자/제어 전공자 및 신호 처리 경험자 - DSP(TI 및 ADSP 등) 개발 경험자 - Python / Matlab 등 시뮬레이션 툴 사용 가능 정규직 경력/신입 O명 신호처리 및 펌웨어 . 초음파/오디오...
"Senior Manager, Business Analysis (CRM)",Coupang,서울,,https://kr.indeed.com/viewjob?jk=,"sets Experience using a programming language (R, SAS, Python, Java, etc... automation, job scheduling, and statistical..."
Sales Engineer,Sendbird,서울,,https://kr.indeed.com/viewjob?jk=,"language... JavaScript, Swift, Ruby, C-Sharp, Python Strong organization, time management, and project planning..."
[NHN godo] 인프라 플랫폼 개발자,엔에이치엔고도,서울 구로구,,https://kr.indeed.com/viewjob?jk=,"이하 - PHP(주 개발언어), Python, Java 중 하나 이상 개발... 프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신..."
Infra Software Engineer,Toss,서울 강남구,,https://kr.indeed.com/viewjob?jk=,"분 - Software-intensive system의 구조 설계 경험이 있는 분 - C, Golang, Python, Javascript 중 하나 이상의 언어에 능숙하신 분 # 우대 사항 - 다양한 기반 기술에 대한 이해도..."
파이썬SW 금융분야 특화 챗봇 개발 함께 할 엔지니어,파운트,서울 충정로역,,https://kr.indeed.com/viewjob?jk=,"처리 과정을 Python language로 구현 - Big data 처리를 위한 SW 개발 - Backend SW 구현, Messenger interface, DBMS I/F 구현 Requirement - Python..."
4차산업선도인력 빅데이터-IoT 국비지원 교육생,비트컴퓨터,서울 강남구,,https://kr.indeed.com/viewjob?jk=,"습득 및 프로젝트 수행 후 관련 분야로 취업을 원하는 자 Java, Python 등 기본 프로그래밍 유 경험자 - 선발 우대사항 IT관련 전공학과... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
메가스터디 교육그룹 부문별 신입 및 경력 공개,커리어게이트,서울 강남구,,https://kr.indeed.com/viewjob?jk=,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
[전문연구요원] AI R&D - 플랫폼 연구 개발,엔씨소프트,성남 판교역,,https://kr.indeed.com/viewjob?jk=,"하여 AI 분야의 빠른 흐름에 대한 대응력을 갖춘다. 지원자격 학력 : 석사 이상 필수조건 # 필요 역량 - Python, Java 등 하나 이상의 프로그래밍 언어에 대한 이해 및 개발 경력을 가지신 분 - RDBMS 또는..."
[AI R&D] 플랫폼 개발 엔지니어 수시 채용,엔씨소프트,성남 판교역,,https://kr.indeed.com/viewjob?jk=,"학사 이상 경력기간 : 3년 ~ 필수조건 # 필요 역량 (AI 관련 지식 역량은 필수는 아닙니다.) - Python, Java 등 하나 이상의 프로그래밍 언어에 대한 이해 및 개발 경력을 가지신 분 - RDBMS 또는..."
퍼즐데이터 역량있는 데이터 분석가,주식회사퍼즐데이터,서울 역삼동,,https://kr.indeed.com/viewjob?jk=,"데이터 마이닝 및 통계분석에 대한 전반적인 이해 3. 관련분야(산업공학, 통계 등) 전공 4. R or Python 사용 능력 * 이런 분은 더욱 좋아요. 1. 프로세스 마이닝 지식 보유자 2. 관련분야 대학원 전공 3..."
[홈쇼핑모아] 검색 개발팀 / 백엔드 엔지니어,버즈니,서울,,https://kr.indeed.com/viewjob?jk=,API 개발 홈쇼핑모아 서버 인프라 스트럭처 이런 분을 찾습니다 관련 업무 경력 최소 3년 이상 있으신 분 Python 및 기반 프레임워크 개발 경험이 있으신 분 Docker(Contatiner) 기반 시스템 환경 구축 경험...
"Solutions Architect, Manufacturing Speci...",Amazon Web Services Korea LLC,서울,,https://kr.indeed.com/viewjob?jk=,"getting hands dirty with code/scripting (e.g., Java, Python, C# / .NET, Node.js). · Business level English for both written..."
보안 개발자 모집,넷마블,서울 구로구,,https://kr.indeed.com/viewjob?jk=,"한가지 이상 언어의 개발능력 보유( Python, JAVA, ASP, PHP... 습득과 개발을 좋아하며 동료와 함께 성장하고 싶으신 분 우대사항 - Python(django, flask)을 이용한 back-end 개발 경험 있으..."
Business Data Analyst 경력자 채용,Coupang,서울,,https://kr.indeed.com/viewjob?jk=,"조건 이커머스 또는 인터넷 서비스 업계 근무 경력을 보유하신 분 Python, R 등 기타 Programming language 사용 경력을 보유하... language (R, Python etc... automation..."
[기술플랫폼실] 정보보호 담당자 영입,카카오페이,성남 분당구,,https://kr.indeed.com/viewjob?jk=,"술적 지식과 설계, 구축, 운영 등 역량을 보유하신 분 - 개발언어(Shell script, JAVA, Python 등)에 대한 이해 및 코드리뷰와 관련한 역량을 보유하신 분 - ISMS-P, PCI-DSS, ISO27001..."
백엔드 개발자 (데이터 엔지니어) Senior,유저해빗,서울 마포구,"연봉 60,000,000원 - 70,000,000원",https://kr.indeed.com/viewjob?jk=,"Cloudera , Hortonworks 등 Hadoop Cluster 설치 및 운영 경험 - 언어 : Python, Go - 스타트업 경험 1 명 근무조건 고용형태: 정규직(수습기간3개월) 근무부서: 개발팀 급여조건: 연봉..."
Data Analyst - Machine Learning,PUBG,서울,,https://kr.indeed.com/viewjob?jk=,"서비스 개발을 위한 인게임 로그 분석 [지원 자격] - 하나 이상의 프로그래밍 언어를 능숙하게 사용: Python, Scala 등 - 통계/머신 러닝 기반의 데이터 분석 경험 - 분석 결과의 문서화 능력 보유 - 서비스..."
Frontend Developer (Javascript/React),Bepro Company,서울,,https://kr.indeed.com/viewjob?jk=,참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
Frontend Developer (Javascript/React),Bepro Company,서울,,https://kr.indeed.com/viewjob?jk=,참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
2020 Market Data Analyst - Seoul (Korean Speaker),Bloomberg,서울,,https://kr.indeed.com/viewjob?jk=,"languages (e.g. Python, R, JavaScript... programming/scripting languages (e.g. Python, R, JavaScript, Java) as well as SQL..."
iOS Developer,Bepro Company,서울,"연봉 40,000,000원 - 80,000,000원",https://kr.indeed.com/viewjob?jk=,참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업,서울 강남구,"연봉 40,000,000원 - 70,000,000원",https://kr.indeed.com/viewjob?jk=,"데이터 분석 결과를 쉽게 이해할 수 있도록 간결하고 명확한 의사전달 능력 [우대조건] * R, Python, Spark 등의 언어에 대한 이해도 * 모바일 앱SDK 연동 지원 업무 경험(Facebook, Admob..."
[카카오페이지] 데이터 엔지니어 (시 마감),카카오페이지,성남 분당구,,https://kr.indeed.com/viewjob?jk=,"경험 - 숙련된 SQL 작성 능력 4. 우대 사항 - Apache Spark를 잘 다루시는 분 (Scala, Python) - Impala, Hive 기반 SQL에 익숙하신 분 - 데이터 시각화, 대시보드 구성을 주도적으로..."
Machine Learning Engineer (LINE AI Servi...,LINE Plus corporation,성남 서현역,,https://kr.indeed.com/viewjob?jk=,"적용한 경험 - Hadoop MR, Hive, Spark 등 대용량 처리 프레임워크 개발/사용 경험 - Python, Scala, SQL 등의 프로그래밍 언어를 사용할 수 있는 분 - 해외 출장/근무에 결격 사유가 없는..."
[기술플랫폼실] 데이터 사이언티스트(Data Scientist) 분석가...,카카오페이,성남 분당구,,https://kr.indeed.com/viewjob?jk=,"능하신 분 - SQL 쿼리를 활용한 데이터 전처리/추출 가능하신 분 - Python, R 중 분석/모델 개발을 위한 숙달된 언어 보유하신 분 우대사항... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
[빅데이터플랫폼] 데이터 플랫폼 엔지니어링 담당자,한국카카오은행,성남 분당구,,https://kr.indeed.com/viewjob?jk=,"및 구축 능력이 있는 분 · Hadoop Ecosystem 운영 경력이 3년 이상인 분 · Java 외 Python, Shell Script 중 1개 이상 언어로 필요한 운영 도구 개발이 가능한 분 · 전산 또는 관련 분야..."
RTL 및 ASIC 설계 엔지니어(딥러닝 하드웨어 프로세서 개발),딥엑스,성남 분당구,"연봉 40,000,000원 - 99,990,000원",https://kr.indeed.com/viewjob?jk=,"모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
Back-end Software Engineer,Bear Robotics,서울,,https://kr.indeed.com/viewjob?jk=,"시스템 Back-end 시스템 개발 및 운영 로봇에서 수집되는 데이터 처리 및 프로세스 자동화 자격 조건 Python/Java 개발 경력 3년 이상 혹은 그에 준하는 실력을 갖추신 분 기본적인 개발능력 (알고리즘, 자료구조..."
데이터 분석가,카카오,성남 판교역,,https://kr.indeed.com/viewjob?jk=,"이터 분석 지원자격 데이터 분석 업무를 수행할 수 있는 하나 이상의 언어 스킬 필수 (예. SQL, Python, R 등) 데이터 기반 프로젝트 경험이 있으신 분 (예: 통계 분석 프로젝트) 어떤 일이라도 중요하게 여기..."
[홈쇼핑모아] 개발팀 / 백엔드 엔지니어,버즈니,서울,,https://kr.indeed.com/viewjob?jk=,API 개발 홈쇼핑모아 서버 인프라 스트럭처 이런 분을 찾습니다 관련 업무 경력 최소 3년 이상 있으신 분 Python 및 기반 프레임워크 개발 경험이 있으신 분 Docker(Contatiner) 기반 시스템 환경 구축 경험...
광고팀 - 분석가,Nexon,성남 분당구,,https://kr.indeed.com/viewjob?jk=,및 커뮤니케이션 능력 - (필수) 새로운 기술 습득에 능동적이고 거부감이 없는 분 - (선택) R 혹은 Python을 이용한 데이터분석 능력 - (선택) SQL 기본 활용 능력 - (선택) 통계 및 분석에 대한 이론...
QA 엔지니어,myrealtrip,서울,,https://kr.indeed.com/viewjob?jk=,"분 Jira 등의 BTS, Confluence, Git 등의 협업도구를 원활하게 사용하는 분 Java, Python 등의 개발 언어를 1가지 이상 다룰줄 아는 분 * 채용공통사항 [채용절차] 서류전형 1차 (기술 면접..."
카카오톡 보이스톡/페이스톡/라이브톡 개발자,카카오,성남 판교역,,https://kr.indeed.com/viewjob?jk=,"우대 사항 ✓ Spring/Java 혹은 Spring/Kotlin 기반 서버 개발 경험 ✓ MySQL, Python, JavaScript, Node.js 경험 ✓ 모바일/웹 환경을 위한 API 시스템 개발 경험 ✓ k8s..."
Technical Writer,Sendbird,서울,,https://kr.indeed.com/viewjob?jk=,"following languages; Objective-C, Java, Swift, JavaScript, and Python ABOUT SENDBIRD Sendbird... world's leading chat..."
데이터프로덕트 서비스기획 경력직,우아한 형제들,서울 송파구,,https://kr.indeed.com/viewjob?jk=,"능력(windowing, left/right/cross join, CTE 등) ※ 별도 테스트 진행예정 - python, R 등을 활용한 간단한 데이터 활용능력 - 서버 혹은 클라이언트(웹/앱) 개발자 경력 - 고객향 서비스..."
Android Software Engineer,하이퍼커넥트,서울,,https://kr.indeed.com/viewjob?jk=,"및 네트워크 지식 및 경험 Unit 테스트 작성과 mocking에 대한 경험이 많거나, 흥미가 많으신 분 Python 스크립트 작성 경험 코드 보안에 관심 많으신 분 내부 세미나 또는 블로깅 등의 방법으로 본인의 지식을 공유..."
데이터 분석가 / Business Analyst,Bagelcode,서울,,https://kr.indeed.com/viewjob?jk=,중독자 [우대 사항] - Tableau 등 시각화 툴을 활용한 대시보드 설계 및 운영 경험 - SQL / Python / R 등 데이터 분석 업무를 수행할 수 있는 하나 이상의 개발 언어 유경험자 - 비즈니스 레벨 이상의...
2020년 7월 경력사원 [DBA(3차)],케이티하이텔,서울 동작구,,https://kr.indeed.com/viewjob?jk=,"UNIX/LINUX 기반의 OS/network 기본 지식 보유자 - 서버 운영스크립트(Shell/Perl/ Python) 작성 가능자 - 전산게열 전공자(우대) - 오픈소스기반 대용량 데이터분석, 데이터마이그레이션 (ETL..."
Platform/BSP SW APPS Engineering - Engin...,Qualcomm CDMA Technologies (Korea) YH,서울,,https://kr.indeed.com/viewjob?jk=,"scripting languages is preferred (Shell/ Python) Responsibilities: -Keeps abreast... C, C++, Java, Python, etc. Preferred..."
Data Engineer,Calm Island,서울,,https://kr.indeed.com/viewjob?jk=,Node.js / Typescript / Javascript 경험 Python 경험 Memcached 경험 Ci / CD 파이프라인 경험 영어 커뮤니... Experience with Python Experience...
인프라 플랫폼 개발자,NHN godo,서울 구로구,,https://kr.indeed.com/viewjob?jk=,"운영 - NHN고도의 신규 서비스 개발 - 웹개발 경력 1년 이상 ~ 5년 이하 - PHP(주 개발언어), Python, Java 중 하나 이상 개발이 가능한 분 - Database 이해도가 높은 분 - 개발 프레임워크..."
Python Programmer,Mofac,서울 서초구,,https://kr.indeed.com/viewjob?jk=,개발 – JAVA 프로그래밍(라이브러리 활용) – Spring 프레임 워크 개발 – Python API 프로그래밍 우대사항 – Python 개발 경험 – Open Source 라이브러리 개발경험 – Web 표준에 대한 경험...
플랫폼 관제운영 (계약직: 6개월),PUBG,서울,,https://kr.indeed.com/viewjob?jk=,"Windows 또는 Linux 환경에서 서버 운영 및 모니터링을 수행해 보신 분 - 하나 이상의 스크립트 언어( Python, Shell script, Powershell 등) 사용경험이 있으신 분 [우대 사항] - 협업을..."
Cloud Support Eng. II (SCD),Amazon Web Services Korea LLC,서울,,https://kr.indeed.com/viewjob?jk=,"mail services and SMTP · Experience with scripting (i.e. Bash, Python, PowerShell etc.) · Good understanding of networking..."
"데이터분석, 데이터분석 외 경력 정규직",제나 (ZENA Inc.),서울 성동구,,https://kr.indeed.com/viewjob?jk=,"ㆍIRB(생명윤리위원회) 연구 심의신청 및 관리 유경험자 우대 ㆍR, Python, SQL 등 데이터 분석 도구 활용 가능자 우대 00 명 근무조건... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
[경력] 지도 구축 솔루션 개발,현대엠엔소프트,서울 용산구,,https://kr.indeed.com/viewjob?jk=,모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>SQL|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>통신·모바일>위성·GPS·GIS
"프로그래머 _딥러닝,텐서플로우,어플리케이션,웹프로그램,응용프로그램",웹플래너,서울 용산구,"연봉 26,000,000원 - 36,000,000원",https://kr.indeed.com/viewjob?jk=,"소기업을 대상으로 하는 프로그램을 개발을 하며, 자체 소프트웨어를 개발하는 업무입니다. 필요기술 : php, python, html, jsp, mySQL, c++, C#, TensorFlow 등 [근무시간 및 형태] 주 5일..."
iOS Developer,Bepro Company,서울,"연봉 40,000,000원 - 80,000,000원",https://kr.indeed.com/viewjob?jk=,참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
"Java, Python 영상툴 개발자",에이아이메이커,서울 마곡동,,https://kr.indeed.com/viewjob?jk=,원하면 가능) 담당업무 - 영상 라벨링 Tool 개발 - Tool 정확성 개선 자격요건 - Java - Python 우대사항 - 관련 개발 경력 - 툴개발 경력 근무조건 - 월~금 AM9:30 ~ PM18:30 복지...
AR App Engineer,하이퍼커넥트,서울,,https://kr.indeed.com/viewjob?jk=,"지신 분 스스로 문제를 정의하고 해결책을 제시할 수 있는 분 Java, Objective C(Swift), Python 등 다양한 언어 경험 OpenCV 활용 (Image Processing 이해) 채용형태/근무시간 정규..."
[홈쇼핑모아] 개발팀 / 데이터 엔지니어,버즈니,서울,,https://kr.indeed.com/viewjob?jk=,개발 사내 데이터 분석 도구 개발 및 유지보수 이런 분을 찾습니다 관련 업무 경력 최소 3년 이상 있으신 분 Python 및 기반 데이터 플랫폼 개발 경험이 있으신 분 Docker(Contatiner) 기반 시스템 환경 구축...
[포티투마루] 전문연구요원 병역특례 인공지능 개발자,포티투마루,서울 관악구,,https://kr.indeed.com/viewjob?jk=,인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드...
[메가존] 오라클 클라우드 아키텍트,메가존,서울 강남구,,https://kr.indeed.com/viewjob?jk=,JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>NoSQL
Data Engineer,레이니스트,서울,,https://kr.indeed.com/viewjob?jk=,"이상 Data Collection, Data Pipeline, Data Warehouse 구축 경험 보유 Python / Java(Scala) 를 이용하여 데이터 처리 개발 가능 AWS, GCP 중 하나 이상의 클라우드 환경..."
플랫폼 채팅모듈 개발자,Nexon,성남 분당구,,https://kr.indeed.com/viewjob?jk=,"대사항 - 대규모 동시 접속 및 고용량 데이터 처리 경험 - Unix/Linux 시스템에 대한 이해 - Python, Java, Event-Driven Framework에 대한 이해 - TCP/IP와 네트워크 프로그래밍..."
[공통기술부문] DBA,우아한 형제들,서울 송파구,,https://kr.indeed.com/viewjob?jk=,"AWS 관리 운영 역량 보유 - 리눅스 운영 경험 - 자동화 작업, 배치 개발역량 보유(shell, python, nodejs 등) - SQL Tuning 역량 보유 [우대사항] - NoSQL 운영 경험이 있는 분..."
[Search] [Vision] Computer Vision Engine...,네이버,서울,,https://kr.indeed.com/viewjob?jk=,"스템 엔지니어링 · 스마트렌즈 , 이미지 / 동영상 검색 , 비주얼 커머스 서비스 고도화에 기여 [자격요건] · Python, C++, Golang, Scala 등의 백엔드 개발 언어를 1 개 이상 자유롭게 활용 가능한 분..."
SAP Architect,Amazon Web Services Korea LLC,서울,,https://kr.indeed.com/viewjob?jk=,"Scripting experience with tools... Powershell, Python, Bash, Ruby, Perl, etc. · Experience with Unix/Linux and Windows..."
[Search] 글로벌 콘텐츠 검색/ AI 기술 개발 신입/경력사원,네이버,서울,,https://kr.indeed.com/viewjob?jk=,"대규모 로그 분석 및 관련 시스템 운영 · 콘텐츠 검색 서비스 개발 및 운영 필요역량 · C, Java, Python 등의 프로그래밍 언어 중 1 개 이상 자유자재로 다루시는 분 · Linux/Shell 및 Git 환경에..."
모바일 앱 보안 솔루션 개발부문,스틸리언,서울 용산구,,https://kr.indeed.com/viewjob?jk=,"Android/iOS 모바일 앱 보안 제품입니다. - 앱수트는 C, Python 등을 통해 주로 개발합니다. - 앱수트 제품군에는 위변조 방지, 난독... 2) - Objective C, Python, C언어, Swift 개발..."
추천 시스템 소프트웨어 엔지니어,카카오,성남 판교역,,https://kr.indeed.com/viewjob?jk=,"관련 업무 경험자 우대사항 운영체제, 네트워크, 컴파일러, 데이터베이스에 대한 이해가 깊으신 분 Python, C++, GPU 프로그래밍 숙련자 대용량/실시간 서비스 개발/운영 경험이 많으신 분 ICPC/TopCoder..."
[CX유닛] CXPO실 Business Analyst,야놀자,서울 강남구,,https://kr.indeed.com/viewjob?jk=,"ETL 경험 [우대사항] O2O 플랫폼 서비스에서의 데이터 분석 경험 Python, R등의 프로그래밍 언어와 라이브러리를 활용한 데이터 분석 경험... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
Software Engineer - Machine Learning Pla...,PUBG,서울,,https://kr.indeed.com/viewjob?jk=,"GCP 등 클라우드 플랫폼에 대한 지식 및 사용 경험 - 최소 1가지 프로그래밍 언어를 능숙하게 사용: Python, Java, Scala, Go 등 - API 백엔드 설계 혹은 개발 혹은 운영해 본 경험 - Docker에..."
Database Engineer,myrealtrip,서울,,https://kr.indeed.com/viewjob?jk=,"com/myrealtrip-product) [우대사항] 프로그래밍 및 스크립트 스킬 (bash, Python, Java, Go 선호) 다양한 종류의 데이터베이스 경험 ( MySQL, PostgreSQL, Redshift..."
"대형 저축은행, Data Science, ICT 기획 및 개발(뱅킹시스템...",주식회사 코어포인트,서울 구로구,"연봉 40,000,000원 - 60,000,000원",https://kr.indeed.com/viewjob?jk=,"평가시스템 나. 요구역량/우대사항 - 필수사항 : 담당업무 관련 경력 3년 이상, 30대 초/중반 - R, Python, Excel 활용 가능자 - 해당 본부는 소비자금융본부임 2. ICT 기획팀 담당(대리/계장) 채용..."
Database / Advanced Support Engineer,Oracle,서울,,https://kr.indeed.com/viewjob?jk=,MySQL / TimesTen - Docker / Container - Kubernetes - Python Detailed Description and Job Requirements... member...
메이커스페이스 프로젝트 계약직원 (소프트웨어 개발),연세대학교,서울 신촌역,,https://kr.indeed.com/viewjob?jk=,해당) • Backend 개발 경험 3년 이상 또는 그에 준하는 역량을 보유하신 분 Java/ Python 중 1개 이상의 프로그래밍 언어에 익숙하신 분 웹/모바일 서비스의 일반적인 아키텍쳐 이해 및 RESTful...
SOFTWARE ENGINEER - BACKEND,"ODK Media, Inc.",서울 강남구,,https://kr.indeed.com/viewjob?jk=,"Python, Django, REST, Go PostgreSQL, MySQL, Redis AWS, Kubernetes, CDN Qualifications Minimum Available development Python..."
[경력] 정보보안팀 리더 및 NITSO Delegate,삼정 KPMG,서울 강남구,,https://kr.indeed.com/viewjob?jk=,"ISO27001 인증심사 경험이 있으신 분 - 영어 Communication 능력을 보유하신 분 - 소스코드( Python, VBSCRIPT, ASP 중 1개 이상)에 대한 이해 및 코드리뷰와 관련한 역량을 보유하신 분 5..."
주요정보통신기반시설 취약점진단분석평가 전문가(경력),한국정보기술단,과천 과천시,,https://kr.indeed.com/viewjob?jk=,"자격요건] - 3년 이상 취약점분석평가 업무 경험자 - Shell, batch, Excel, VBA, Python 프로그램 개발 가능자 - 분석평가보고서, 제안서 작성 숙달자 - 기반보호법, 정보통신망법, 개인정보보호법 숙지..."
딥러닝 알고리즘 및 응용 Engineer,딥엑스,성남 분당구,"연봉 40,000,000원 - 99,990,000원",https://kr.indeed.com/viewjob?jk=,게임>빅데이터·AI(인공지능)>tensorflow|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>응용프로그래...
대기업(연구소) AI 플랫폼연구 석사이상,금융대기업(연구센터),서울,,https://kr.indeed.com/viewjob?jk=,Scientific process 에 대한 이해 및 경험 - 기계학습 알고리즘 구현 또는 활용 경험 - R/ python/scala/java/javascript/typescript 중급 이상(택1) - Hadoop...
Frontend Developer (Javascript/React),Bepro Company,서울,,https://kr.indeed.com/viewjob?jk=,참고 - React JS (Web) / Kotlin (Android) / Swift (iOS) - Python + Django - AWS lambda + API gateway - MySQL - Google Cloud...
[경력] 데이터 아키텍트(DA),현대엠엔소프트,서울 용산구,,https://kr.indeed.com/viewjob?jk=,"Server, PostgreSQL [우대 역량 및 경험] - R, Python, 머신러닝 ,딥러닝 등 통계/분석 역량 - 데이터 분석 경험 - 빅데이... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
[공통기술부문] 클라우드플랫폼 개발자,우아한 형제들,서울 송파구,,https://kr.indeed.com/viewjob?jk=,"개발 경험이 있으신 분 - Java, Kotlin, Javascript, Typescript, Golang, Python 중 1개 이상의 언어에 능숙하신 분 - 우아한형제들의 개발 문화에 동의하시는 분 1) 우리는 우아하기..."
Backend Developer,Calm Island,서울,,https://kr.indeed.com/viewjob?jk=,CI / CD 파이프 라인 경험 VPC 대한 기본 이해 우대사항 Python / Java 경험 Docker / Kubernetes 경험 AWS... Experience with Python or Java Experience...
Cloud Solution Engineer (Migration & Int...,Oracle,서울,,https://kr.indeed.com/viewjob?jk=,"타 클라우드(AWS, Azure, GCP) Migration/Integration 경험 - Java, Python 등 개발언어 사용 능력 - 오픈소스 환경에서 개발 및 운영 경험 : Apache, Tomcat, MySQL 등..."
Senior Full-stack Developer,Asiance,서울,,https://kr.indeed.com/viewjob?jk=,"React 혹은 WordPress 등의 CMS도 사용. • Python, Node.js, Java, PHP for backend development. • Python, Node.js, Java, PHP 등을 사용하여 백엔드..."
위시켓과 함께할 서버개발자님,위시켓,서울 강남구,,https://kr.indeed.com/viewjob?jk=,"를 활용한 정적 페이지 연계 - Docker, Jenkins 등을 활용한 CI/CD 개선 자격조건 - Python 기반의 프레임워크를 이용한 웹서비스 구축 또는 운영 경험 - Django 기반의 웹 서비스 구축 또는 운영..."
Senior Data Scientist - AWS Professional...,Amazon Web Services Korea LLC,서울,,https://kr.indeed.com/viewjob?jk=,"track record of building ML or DL models · Experience using Python... R · Able to write production level code, which..."
검색서비스 서버 개발 신입/경력,포티투마루,서울 관악구,,https://kr.indeed.com/viewjob?jk=,"성별 : 무관 - 모집인원 : 0명 [기술 지원자격] - Linux 환경 개발 경력 - C/Java/ Python 개발 경력 - 서버 개발/운영 경력 [우대사항] - 자연어처리, 정보검색, 기계학습, 데이터 마이닝..."
리눅스 엔지니어 경력직,와이엘아이티,서울 구로구,"연봉 30,000,000원 - 32,000,000원",https://kr.indeed.com/viewjob?jk=,"Kubernetes) 기반 Private Cloud 구축 및 운영 [우대조건] 스크립팅 능력(bash, perl, python, ansible) 관련 자격증 보유자 - 자격증 : 정보처리기사, 리눅스마스터 1급, RHCSA..."
[스타트업] 공동구매 플랫폼 (경력/신입),플레이미션,서울 강남구,,https://kr.indeed.com/viewjob?jk=,입력|재무·회계·경리>경리>급여관리|재무·회계·경리>경리>결산|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|디자인>광고·CG·시각디자인>일러스트레이터|경영·인사...
